segA segB cor p x n pBH
chr21.H2 chr19.H1 -0.131265689016869 0.133033778230872 63 145 0.800346327740544
chr22.H2 chr19.H1 0.234262610244172 0.00711314780711849 89 145 0.13153492994147
chrX.H2 chr19.H1 0.0792734604602123 0.402827412434432 78 145 0.977387167998401
chr10tr chr19.H1 0.0829994480651119 0.401778360072556 78 145 0.977387167998401
chr20.H1 chr20.H1 1 6.05101107065401e-43 145 145 1.84474067235074e-41
chr21.H1 chr20.H1 0.0115229602876723 1 74 145 1
chr22.H1 chr20.H1 0.0441768885927263 0.619825388080626 76 145 1
chrX.H1 chr20.H1 0.0672172683447549 0.502765100503099 78 145 1
chr1.H2 chr20.H1 -0.0238915787011417 0.86770026889611 71 145 1
chr2.H2 chr20.H1 0.0893990001015801 0.3190241121719 79 145 0.96209727192286
chr3.H2 chr20.H1 0.0594347540100108 0.505286785812757 76 145 1
chr4.H2 chr20.H1 -0.0918997920633243 0.317846558814149 66 145 0.96209727192286
chr5.H2 chr20.H1 0.0720185017979516 0.406538710524414 77 145 0.977387167998401
chr6.H2 chr20.H1 -0.104489856956334 0.244333584908883 65 145 0.914885970786274
chr7.H2 chr20.H1 0.00878875350293746 1 73 145 1
chr8.H2 chr20.H1 0.0415709086873579 0.738154969831444 75 145 1
chr9.H2 chr20.H1 0.0466186055373204 0.618913686437135 76 145 1
chr10.H2 chr20.H1 0.00382265259218268 1 73 145 1
chr11.H2 chr20.H1 -0.0918997920633243 0.317846558814149 66 145 0.96209727192286
chr12.H2 chr20.H1 -0.102025964577578 0.245511138266633 65 145 0.914885970786274
chr13.H2 chr20.H1 0.00382265259218268 1 73 145 1
chr14.H2 chr20.H1 -0.00133971588756305 1 72 145 1
chr15.H2 chr20.H1 -0.0893990001015801 0.3190241121719 66 145 0.96209727192286
chr16.H2 chr20.H1 -0.0516058099944661 0.617210428360505 69 145 1
chr17.H2 chr20.H1 0.0594347540100108 0.505286785812757 76 145 1
chr18.H2 chr20.H1 0.0641961125431954 0.505597916748787 77 145 1
chr19.H2 chr20.H1 -0.170108040352129 0.0464493956383858 60 145 0.510781949094062
chr20.H2 chr20.H1 -0.0743222850574494 0.406993317160331 67 145 0.977387167998401
chr21.H2 chr20.H1 0.0213946325029422 0.868009993460328 74 145 1
chr22.H2 chr20.H1 0.0516058099944661 0.617210428360505 76 145 1
chrX.H2 chr20.H1 0.20271451014384 0.0194381776830867 87 145 0.28822935324602
chr10tr chr20.H1 0.177663764080704 0.0448434561471998 85 145 0.510781949094062
chr21.H1 chr21.H1 1 7.33455887351996e-43 145 145 2.0178981486172e-41
chr22.H1 chr21.H1 0.14075191934323 0.0976412754809803 83 145 0.75577422728329
chrX.H1 chr21.H1 -0.0317307692307692 0.739096694741097 71 145 1
chr1.H2 chr21.H1 -0.0105264362823256 1 72 145 1
chr2.H2 chr21.H1 0.0200844502602139 0.868009993460328 74 145 1
chr3.H2 chr21.H1 -0.148305260796329 0.092966025084352 61 145 0.75577422728329
chr4.H2 chr21.H1 -0.0506989736884485 0.617081393657731 69 145 1
chr5.H2 chr21.H1 -0.0240384615384615 0.866886068745457 70 145 1
chr6.H2 chr21.H1 0.0478201196671759 0.618043266584621 76 145 1
chr7.H2 chr21.H1 0.0229580258211842 0.86765229696564 74 145 1
chr8.H2 chr21.H1 -0.082486348947362 0.402524070756756 66 145 0.977387167998401
chr9.H2 chr21.H1 -0.0229580258211842 0.86765229696564 71 145 1
chr10.H2 chr21.H1 0.0172250775528964 0.868419847853164 74 145 1
chr11.H2 chr21.H1 0.0325238699133443 0.739975689332493 75 145 1
chr12.H2 chr21.H1 0.18940371302477 0.0298162907051777 86 145 0.393939394236716
chr13.H2 chr21.H1 -0.0660294639527697 0.504423137676099 68 145 1
chr14.H2 chr21.H1 0.0134151813901936 1 73 145 1
chr15.H2 chr21.H1 0.0353868885537102 0.739239255372843 75 145 1
chr16.H2 chr21.H1 -0.0105264362823256 1 72 145 1
chr17.H2 chr21.H1 0.0751156515721664 0.403231001136461 77 145 0.977387167998401
chr18.H2 chr21.H1 0.0229580258211842 0.86765229696564 74 145 1
chr19.H2 chr21.H1 -0.0172250775528964 0.868419847853163 71 145 1
chr20.H2 chr21.H1 -0.00478292204608004 1 72 145 1
chr21.H2 chr21.H1 0.0908582273676342 0.317739508508899 79 145 0.96209727192286
chr22.H2 chr21.H1 -0.100479619058563 0.245824887496745 65 145 0.914885970786274
chrX.H2 chr21.H1 -0.00478292204608004 1 72 145 1
chr10tr chr21.H1 -0.0296823775485722 0.740813953363007 70 145 1
chr22.H1 chr22.H1 1 4.00911334280721e-43 145 145 1.45879995183437e-41
chrX.H1 chr22.H1 0.112984533894565 0.185383765529927 81 145 0.857333090750419
chr1.H2 chr22.H1 0.157232730102531 0.0683133138510079 84 145 0.65302896630455
chr2.H2 chr22.H1 0.103238162658958 0.246120010346945 80 145 0.914885970786274
chr3.H2 chr22.H1 0.0404686407210238 0.737893259247959 75 145 1
chr4.H2 chr22.H1 -0.0493427543351414 0.618858482673809 69 145 1
chr5.H2 chr22.H1 0.0258523933487565 0.867345724162169 74 145 1
chr6.H2 chr22.H1 0.186095359626941 0.030920830268578 86 145 0.393939394236716
chr7.H2 chr22.H1 -0.00590588951501692 1 72 145 1
chr8.H2 chr22.H1 -0.0863420569200176 0.320940629073193 66 145 0.96209727192286
chr9.H2 chr22.H1 0.199276142990571 0.020134208972447 87 145 0.28822935324602
chr10.H2 chr22.H1 -0.00857633073286531 1 72 145 1
chr11.H2 chr22.H1 -0.0493427543351414 0.618858482673809 69 145 1
chr12.H2 chr22.H1 0.0493427543351414 0.618858482673809 76 145 1
chr13.H2 chr22.H1 0.0190585127397007 0.868622102264364 74 145 1
chr14.H2 chr22.H1 0.0099236670134807 1 73 145 1
chr15.H2 chr22.H1 -0.130857228314953 0.135709267605081 63 145 0.800346327740544
chr16.H2 chr22.H1 0.0466933562122667 0.619690612315429 76 145 1
chr17.H2 chr22.H1 0.0126584373819316 1 73 145 1
chr18.H2 chr22.H1 -0.0611545333651752 0.507932927937018 68 145 1
chr19.H2 chr22.H1 0.0362111742054313 0.739949043599756 75 145 1
chr20.H2 chr22.H1 -0.0611545333651752 0.507932927937018 68 145 1
chr21.H2 chr22.H1 0.117714362588997 0.184605453676478 81 145 0.857333090750419
chr22.H2 chr22.H1 0.0638460176779973 0.506709390073334 77 145 1
chrX.H2 chr22.H1 -0.0335302114400961 0.740668978209638 70 145 1
chr10tr chr22.H1 -0.0598779557589626 0.508224718321546 68 145 1
chrX.H1 chrX.H1 1 7.33455887351996e-43 145 145 2.0178981486172e-41
chr1.H2 chrX.H1 0.0449765913881185 0.61914594890213 76 145 1
chr2.H2 chrX.H1 -0.00765121914674814 1 72 145 1
chr3.H2 chrX.H1 0.0471880375261046 0.616116411945614 75 145 1
chr4.H2 chrX.H1 0.115746713515137 0.183903455884627 81 145 0.857333090750419
chr5.H2 chrX.H1 0.0596153846153846 0.50524857845958 76 145 1
chr6.H2 chrX.H1 0.1032914584811 0.244333584908883 80 145 0.914885970786274
chr7.H2 chrX.H1 0.0506989736884485 0.617081393657731 76 145 1
chr8.H2 chrX.H1 0.112219800312109 0.185451484169417 80 145 0.857333090750419
chr9.H2 chrX.H1 0.0602648177806085 0.506754568943374 77 145 1
chr10.H2 chrX.H1 -0.0382779501175476 0.738601929886865 70 145 1
chr11.H2 chrX.H1 -0.0784399215557127 0.404538793607866 67 145 0.977387167998401
chr12.H2 chrX.H1 -0.00478292204608004 1 72 145 1
chr13.H2 chrX.H1 -0.0105264362823256 1 72 145 1
chr14.H2 chrX.H1 -0.0699505886774382 0.408977609304295 67 145 0.977387167998401
chr15.H2 chrX.H1 -0.0200844502602139 0.868009993460328 71 145 1
chr16.H2 chrX.H1 -0.0105264362823256 1 72 145 1
chr17.H2 chrX.H1 -0.0924500327042048 0.31398251689872 65 145 0.96209727192286
chr18.H2 chrX.H1 -0.0602648177806085 0.506754568943374 68 145 1
chr19.H2 chrX.H1 0.0105264362823256 1 73 145 1
chr20.H2 chrX.H1 0.0506989736884485 0.617081393657731 76 145 1
chr21.H2 chrX.H1 -0.0478201196671759 0.618043266584621 69 145 1
chr22.H2 chrX.H1 0.0382779501175476 0.738601929886865 75 145 1
chrX.H2 chrX.H1 -0.00478292204608004 1 72 145 1
chr10tr chrX.H1 0.0258523933487565 0.867345724162169 74 145 1
chr1.H2 chr1.H2 1 3.69260439469078e-43 145 145 1.45879995183437e-41
chr2.H2 chr1.H2 0.1446792545098 0.0974287008781323 83 145 0.75577422728329
chr3.H2 chr1.H2 -0.00287527316392648 1 72 145 1
chr4.H2 chr1.H2 0.01999238530336 0.868601765128492 74 145 1
chr5.H2 chr1.H2 0.0382779501175476 0.738601929886865 75 145 1
chr6.H2 chr1.H2 0.00666286040505656 1 73 145 1
chr7.H2 chr1.H2 -0.01999238530336 0.868601765128492 71 145 1
chr8.H2 chr1.H2 -0.0181367409894251 0.868561532968396 71 145 1
chr9.H2 chr1.H2 -0.0628332109534172 0.507441989477059 68 145 1
chr10.H2 chr1.H2 0.199047619047619 0.0201862756262727 87 145 0.28822935324602
chr11.H2 chr1.H2 0.0476009173889524 0.61963586694427 76 145 1
chr12.H2 chr1.H2 -0.13042651364573 0.136017981852879 63 145 0.800346327740544
chr13.H2 chr1.H2 0.00571428571428571 1 73 145 1
chr14.H2 chr1.H2 0.0228876801357665 0.868050894013339 74 145 1
chr15.H2 chr1.H2 -0.0894726968679023 0.320483824742986 66 145 0.96209727192286
chr16.H2 chr1.H2 0.143809523809524 0.0975876416217378 83 145 0.75577422728329
chr17.H2 chr1.H2 0.0805076485899413 0.403140688894327 78 145 0.977387167998401
chr18.H2 chr1.H2 -0.13042651364573 0.136017981852879 63 145 0.800346327740544
chr19.H2 chr1.H2 0.0219047619047619 0.868317045226278 74 145 1
chr20.H2 chr1.H2 -0.158035045731322 0.0682695340788895 61 145 0.65302896630455
chr21.H2 chr1.H2 0.020940418415892 0.868500299310058 74 145 1
chr22.H2 chr1.H2 -0.060952380952381 0.508105087144056 68 145 1
chrX.H2 chr1.H2 0.256092935552564 0.00272092927335804 91 145 0.0538457582517169
chr10tr chr1.H2 0.202020235040827 0.0197671788857587 87 145 0.28822935324602
chr2.H2 chr2.H2 1 3.40118804786652e-43 145 145 1.45879995183437e-41
chr3.H2 chr2.H2 0.0216480244009416 0.867613775804674 74 145 1
chr4.H2 chr2.H2 0.0757373943303943 0.407947688866977 78 145 0.977387167998401
chr5.H2 chr2.H2 -0.186498466701986 0.0302779836150547 59 145 0.393939394236716
chr6.H2 chr2.H2 -0.213850837138508 0.0127590958442754 57 145 0.208583479889023
chr7.H2 chr2.H2 0.00704091354327786 1 73 145 1
chr8.H2 chr2.H2 0.00744135846819958 1 73 145 1
chr9.H2 chr2.H2 -0.062226452125726 0.507906390722966 68 145 1
chr10.H2 chr2.H2 -0.0485436972368406 0.619362689740794 69 145 1
chr11.H2 chr2.H2 0.0205518557479462 0.868597706495754 74 145 1
chr12.H2 chr2.H2 0.00704091354327786 1 73 145 1
chr13.H2 chr2.H2 0.117075975688851 0.185103547252757 81 145 0.857333090750419
chr14.H2 chr2.H2 0.0487991736768635 0.618836560627419 76 145 1
chr15.H2 chr2.H2 -0.00684931506849315 1 72 145 1
chr16.H2 chr2.H2 0.0894726968679023 0.320483824742986 79 145 0.96209727192286
chr17.H2 chr2.H2 -0.0894657291614134 0.317739508508899 66 145 0.96209727192286
chr18.H2 chr2.H2 -0.0481446250391703 0.619624939856131 69 145 1
chr19.H2 chr2.H2 -0.1446792545098 0.0974287008781323 62 145 0.75577422728329
chr20.H2 chr2.H2 -0.186108471495291 0.0310498693720413 59 145 0.393939394236716
chr21.H2 chr2.H2 0.186263318112633 0.0310498693720412 86 145 0.393939394236716
chr22.H2 chr2.H2 -0.1446792545098 0.0974287008781323 62 145 0.75577422728329
chrX.H2 chr2.H2 -0.0481446250391703 0.619624939856131 69 145 1
chr10tr chr2.H2 0.00723809996501921 1 73 145 1
chr3.H2 chr3.H2 1 9.13998875007888e-43 145 145 2.29109051335311e-41
chr4.H2 chr3.H2 -0.0461784670529887 0.618176448989883 69 145 1
chr5.H2 chr3.H2 0.00866719056601921 1 74 145 1
chr6.H2 chr3.H2 -0.00613041398964717 1 72 145 1
chr7.H2 chr3.H2 0.101745917033764 0.244513249756855 80 145 0.914885970786274
chr8.H2 chr3.H2 0.123343943372642 0.179572020223849 82 145 0.857333090750419
chr9.H2 chr3.H2 -0.0183947420626013 0.868059520667284 71 145 1
chr10.H2 chr3.H2 0.0527133413386521 0.6160355898111 76 145 1
chr11.H2 chr3.H2 -0.0739621920433761 0.406004930813373 67 145 0.977387167998401
chr12.H2 chr3.H2 0.0461784670529887 0.618176448989883 76 145 1
chr13.H2 chr3.H2 0.163890570343809 0.0654274165866718 84 145 0.65302896630455
chr14.H2 chr3.H2 0.027447558671409 0.867007304604925 75 145 1
chr15.H2 chr3.H2 -0.132761777963297 0.133033778230871 63 145 0.800346327740544
chr16.H2 chr3.H2 -0.0306695804152157 0.740187036939513 70 145 1
chr17.H2 chr3.H2 -0.0908564814814815 0.314094016447853 67 145 0.96209727192286
chr18.H2 chr3.H2 0.0183947420626013 0.868059520667284 74 145 1
chr19.H2 chr3.H2 0.058463887666505 0.5071132506768 77 145 1
chr20.H2 chr3.H2 -0.120523882889336 0.181266089989316 64 145 0.857333090750419
chr21.H2 chr3.H2 0.00613041398964717 1 73 145 1
chr22.H2 chr3.H2 -0.0249190340873628 0.867263099262862 71 145 1
chrX.H2 chr3.H2 -0.0927401578989483 0.316262339251324 66 145 0.96209727192286
chr10tr chr3.H2 -0.0404686407210238 0.737893259247959 70 145 1
chr4.H2 chr4.H2 1 3.49566549364057e-43 145 145 1.45879995183437e-41
chr5.H2 chr4.H2 -0.0880057656478728 0.319166845912233 66 145 0.96209727192286
chr6.H2 chr4.H2 -0.0346336828345019 0.740653368083725 70 145 1
chr7.H2 chr4.H2 0.0763228016749144 0.407600610041088 78 145 0.977387167998401
chr8.H2 chr4.H2 -0.0330153850122919 0.740411580807358 70 145 1
chr9.H2 chr4.H2 0.0340692805481538 0.740749422391843 75 145 1
chr10.H2 chr4.H2 -0.0628332109534172 0.507441989477058 68 145 1
chr11.H2 chr4.H2 0.116863342215455 0.185274026120708 81 145 0.857333090750419
chr12.H2 chr4.H2 -0.0616673011039208 0.508069721935149 68 145 1
chr13.H2 chr4.H2 -0.0904417430390096 0.319952654640157 66 145 0.96209727192286
chr14.H2 chr4.H2 0.00819829614953961 1 73 145 1
chr15.H2 chr4.H2 -0.0757373943303943 0.407947688866977 67 145 0.977387167998401
chr16.H2 chr4.H2 0.0752094494745448 0.407962354169479 78 145 0.977387167998401
chr17.H2 chr4.H2 -0.0183947420626013 0.868059520667284 71 145 1
chr18.H2 chr4.H2 0.0487247811191473 0.619366332103508 76 145 1
chr19.H2 chr4.H2 0.0352246788678248 0.74038019088025 75 145 1
chr20.H2 chr4.H2 -0.0340692805481538 0.740749422391843 70 145 1
chr21.H2 chr4.H2 0.117411990708174 0.185103547252757 81 145 0.857333090750419
chr22.H2 chr4.H2 0.228484403466972 0.00777750709198917 89 145 0.135107773320005
chrX.H2 chr4.H2 -0.0340692805481538 0.740749422391843 70 145 1
chr10tr chr4.H2 -0.0335302114400961 0.740668978209638 70 145 1
chr5.H2 chr5.H2 1 7.33455887351997e-43 145 145 2.0178981486172e-41
chr6.H2 chr5.H2 -0.0200844502602139 0.868009993460328 71 145 1
chr7.H2 chr5.H2 0.00478292204608004 1 73 145 1
chr8.H2 chr5.H2 0.110301513127286 0.241015550992552 81 145 0.914885970786274
chr9.H2 chr5.H2 -0.0325238699133443 0.739975689332493 70 145 1
chr10.H2 chr5.H2 -0.0449765913881185 0.61914594890213 69 145 1
chr11.H2 chr5.H2 0.0229580258211842 0.86765229696564 74 145 1
chr12.H2 chr5.H2 -0.133921817290241 0.133149562244009 63 145 0.800346327740544
chr13.H2 chr5.H2 -0.0727281052233405 0.407304453948672 67 145 0.977387167998401
chr14.H2 chr5.H2 -0.0967809514578255 0.315470204907889 66 145 0.96209727192286
chr15.H2 chr5.H2 0.0478201196671759 0.618043266584621 76 145 1
chr16.H2 chr5.H2 -0.0172250775528964 0.868419847853164 71 145 1
chr17.H2 chr5.H2 -0.0192604234800427 0.867295650072395 72 145 1
chr18.H2 chr5.H2 0.0602648177806085 0.506754568943374 77 145 1
chr19.H2 chr5.H2 0.128231132893785 0.135462889594246 82 145 0.800346327740544
chr20.H2 chr5.H2 -0.0506989736884485 0.617081393657731 69 145 1
chr21.H2 chr5.H2 -0.0631225579606722 0.505504134138416 68 145 1
chr22.H2 chr5.H2 0.0172250775528964 0.868419847853163 74 145 1
chrX.H2 chr5.H2 0.171228609249666 0.045949892944772 85 145 0.510781949094062
chr10tr chr5.H2 0.14075191934323 0.0976412754809804 83 145 0.75577422728329
chr6.H2 chr6.H2 1 3.40118804786652e-43 145 145 1.45879995183437e-41
chr7.H2 chr6.H2 0.0346336828345019 0.740653368083725 75 145 1
chr8.H2 chr6.H2 0.0351079476448391 0.739902045936528 75 145 1
chr9.H2 chr6.H2 -0.0346336828345019 0.740653368083725 70 145 1
chr10.H2 chr6.H2 0.0618694180469537 0.507906390722966 77 145 1
chr11.H2 chr6.H2 0.103330163621618 0.246475939714994 80 145 0.914885970786274
chr12.H2 chr6.H2 0.00704091354327786 1 73 145 1
chr13.H2 chr6.H2 -0.020940418415892 0.868500299310058 71 145 1
chr14.H2 chr6.H2 0.0487991736768635 0.618836560627419 76 145 1
chr15.H2 chr6.H2 -0.00684931506849315 1 72 145 1
chr16.H2 chr6.H2 -0.0485436972368406 0.619362689740794 69 145 1
chr17.H2 chr6.H2 0.104983339572708 0.242896266125106 80 145 0.914885970786274
chr18.H2 chr6.H2 -0.268886779368963 0.00156961941400439 53 145 0.0327876055369806
chr19.H2 chr6.H2 0.0485436972368406 0.619362689740794 76 145 1
chr20.H2 chr6.H2 0.08981922141695 0.320483824742986 79 145 0.96209727192286
chr21.H2 chr6.H2 -0.00684931506849315 1 72 145 1
chr22.H2 chr6.H2 -0.0618694180469537 0.507906390722966 68 145 1
chrX.H2 chr6.H2 0.00704091354327786 1 73 145 1
chr10tr chr6.H2 -0.0203809656909751 0.868500299310058 71 145 1
chr7.H2 chr7.H2 1 3.49566549364058e-43 145 145 1.45879995183437e-41
chr8.H2 chr7.H2 0.22671836644279 0.0077854656611705 89 145 0.135107773320005
chr9.H2 chr7.H2 -0.0616673011039208 0.508069721935149 68 145 1
chr10.H2 chr7.H2 0.0904417430390096 0.319952654640157 79 145 0.96209727192286
chr11.H2 chr7.H2 -0.00647125999238675 1 72 145 1
chr12.H2 chr7.H2 0.0340692805481538 0.740749422391843 75 145 1
chr13.H2 chr7.H2 -0.13042651364573 0.136017981852879 63 145 0.800346327740544
chr14.H2 chr7.H2 -0.0634891306464347 0.506673925207719 68 145 1
chr15.H2 chr7.H2 -0.145004759999398 0.0974287008781323 62 145 0.75577422728329
chr16.H2 chr7.H2 -0.0752094494745448 0.407962354169479 67 145 0.977387167998401
chr17.H2 chr7.H2 0.0739621920433761 0.406004930813373 78 145 0.977387167998401
chr18.H2 chr7.H2 0.172059383326989 0.0466405503162132 85 145 0.510781949094062
chr19.H2 chr7.H2 0.01999238530336 0.868601765128492 74 145 1
chr20.H2 chr7.H2 0.0340692805481538 0.740749422391843 75 145 1
chr21.H2 chr7.H2 -0.062226452125726 0.507906390722966 68 145 1
chr22.H2 chr7.H2 0.0476009173889524 0.61963586694427 76 145 1
chrX.H2 chr7.H2 0.0616673011039208 0.508069721935149 77 145 1
chr10tr chr7.H2 0.0887788552902543 0.320514177320291 79 145 0.96209727192286
chr8.H2 chr8.H2 1 5.1318701485293e-43 145 145 1.75416652349729e-41
chr9.H2 chr8.H2 0.0223283239678506 0.868030468455137 74 145 1
chr10.H2 chr8.H2 0.0372280472940831 0.739357422730382 75 145 1
chr11.H2 chr8.H2 -0.0330153850122919 0.740411580807358 70 145 1
chr12.H2 chr8.H2 0.116030948482506 0.184674766654612 81 145 0.857333090750419
chr13.H2 chr8.H2 0.0925928355775914 0.317968645202074 79 145 0.96209727192286
chr14.H2 chr8.H2 -0.0948193895202654 0.316844351709375 66 145 0.96209727192286
chr15.H2 chr8.H2 0.0202252307084399 0.868304833385584 74 145 1
chr16.H2 chr8.H2 0.0372280472940831 0.739357422730382 75 145 1
chr17.H2 chr8.H2 -0.0159463353581453 0.86825188865274 72 145 1
chr18.H2 chr8.H2 -0.0223283239678506 0.868030468455137 71 145 1
chr19.H2 chr8.H2 -0.0372280472940831 0.739357422730382 70 145 1
chr20.H2 chr8.H2 0.0330153850122919 0.740411580807358 75 145 1
chr21.H2 chr8.H2 -0.0627745368214785 0.506629525462878 68 145 1
chr22.H2 chr8.H2 -0.0649104414358373 0.505704812734055 68 145 1
chrX.H2 chr8.H2 0.0606872395023631 0.507495320487295 77 145 1
chr10tr chr8.H2 0.0309456044713337 0.740888627903629 75 145 1
chr9.H2 chr9.H2 1 3.49566549364057e-43 145 145 1.45879995183437e-41
chr10.H2 chr9.H2 -0.0628332109534172 0.507441989477058 68 145 1
chr11.H2 chr9.H2 -0.0487247811191473 0.619366332103508 69 145 1
chr12.H2 chr9.H2 -0.0340692805481538 0.740749422391843 70 145 1
chr13.H2 chr9.H2 -0.00761614678223238 1 72 145 1
chr14.H2 chr9.H2 0.00819829614953961 1 73 145 1
chr15.H2 chr9.H2 -0.0481446250391703 0.619624939856131 69 145 1
chr16.H2 chr9.H2 0.0752094494745448 0.407962354169479 78 145 0.977387167998401
chr17.H2 chr9.H2 0.120523882889336 0.181266089989316 81 145 0.857333090750419
chr18.H2 chr9.H2 0.103920822230681 0.24612495381039 80 145 0.914885970786274
chr19.H2 chr9.H2 0.200875871381379 0.0199862827352502 87 145 0.28822935324602
chr20.H2 chr9.H2 0.0211267605633803 0.868501652187637 74 145 1
chr21.H2 chr9.H2 0.117411990708174 0.185103547252757 81 145 0.857333090750419
chr22.H2 chr9.H2 0.00761614678223238 1 73 145 1
chrX.H2 chr9.H2 -0.144461362771222 0.0975593815434603 62 145 0.75577422728329
chr10tr chr9.H2 -0.144027499140413 0.0974498972052236 62 145 0.75577422728329
chr10.H2 chr10.H2 1 3.69260439469078e-43 145 145 1.45879995183437e-41
chr11.H2 chr10.H2 -0.0628332109534172 0.507441989477059 68 145 1
chr12.H2 chr10.H2 -0.0476009173889524 0.61963586694427 69 145 1
chr13.H2 chr10.H2 -0.104761904761905 0.245451363932441 65 145 0.914885970786274
chr14.H2 chr10.H2 0.0505436269664845 0.618153322788257 76 145 1
chr15.H2 chr10.H2 -0.0342661392260051 0.740653368083725 70 145 1
chr16.H2 chr10.H2 -0.104761904761905 0.245451363932441 65 145 0.914885970786274
chr17.H2 chr10.H2 -0.0306695804152157 0.740187036939513 70 145 1
chr18.H2 chr10.H2 0.0904417430390096 0.319952654640157 79 145 0.96209727192286
chr19.H2 chr10.H2 0.0495238095238095 0.618869431748041 76 145 1
chr20.H2 chr10.H2 -0.13042651364573 0.136017981852879 63 145 0.800346327740544
chr21.H2 chr10.H2 -0.00666286040505656 1 72 145 1
chr22.H2 chr10.H2 0.0219047619047619 0.868317045226278 74 145 1
chrX.H2 chr10.H2 0.421744128066118 4.51950573333785e-07 103 145 9.80385089847134e-06
chr10tr chr10.H2 0.423098982821355 4.28586236956599e-07 103 145 9.47931912327537e-06
chr11.H2 chr11.H2 1 3.49566549364057e-43 145 145 1.45879995183437e-41
chr12.H2 chr11.H2 -0.116863342215455 0.185274026120708 64 145 0.857333090750419
chr13.H2 chr11.H2 0.0752094494745448 0.407962354169479 78 145 0.977387167998401
chr14.H2 chr11.H2 0.00819829614953961 1 73 145 1
chr15.H2 chr11.H2 0.062226452125726 0.507906390722966 77 145 1
chr16.H2 chr11.H2 0.01999238530336 0.868601765128492 74 145 1
chr17.H2 chr11.H2 0.00938898292778609 1 73 145 1
chr18.H2 chr11.H2 0.0211267605633803 0.868501652187637 74 145 1
chr19.H2 chr11.H2 0.00761614678223238 1 73 145 1
chr20.H2 chr11.H2 0.0487247811191473 0.619366332103508 76 145 1
chr21.H2 chr11.H2 0.00704091354327786 1 73 145 1
chr22.H2 chr11.H2 -0.0476009173889524 0.61963586694427 69 145 1
chrX.H2 chr11.H2 0.0211267605633803 0.868501652187637 74 145 1
chr10tr chr11.H2 -0.0335302114400961 0.740668978209638 70 145 1
chr12.H2 chr12.H2 1 3.49566549364058e-43 145 145 1.45879995183437e-41
chr13.H2 chr12.H2 -0.01999238530336 0.868601765128492 71 145 1
chr14.H2 chr12.H2 0.130028790092698 0.135750467627049 82 145 0.800346327740544
chr15.H2 chr12.H2 0.0757373943303943 0.407947688866977 78 145 0.977387167998401
chr16.H2 chr12.H2 -0.01999238530336 0.868601765128492 71 145 1
chr17.H2 chr12.H2 -0.0371727079181735 0.738475121322653 70 145 1
chr18.H2 chr12.H2 -0.0487247811191473 0.619366332103508 69 145 1
chr19.H2 chr12.H2 0.0752094494745448 0.407962354169479 78 145 0.977387167998401
chr20.H2 chr12.H2 0.0340692805481538 0.740749422391843 75 145 1
chr21.H2 chr12.H2 -0.145004759999398 0.0974287008781323 62 145 0.75577422728329
chr22.H2 chr12.H2 -0.0352246788678248 0.74038019088025 70 145 1
chrX.H2 chr12.H2 -0.186714883897982 0.0309226224783483 59 145 0.393939394236716
chr10tr chr12.H2 -0.187464363960537 0.0306739533727158 59 145 0.393939394236716
chr13.H2 chr13.H2 1 3.69260439469078e-43 145 145 1.45879995183437e-41
chr14.H2 chr13.H2 -0.0877361071871051 0.320635810214617 66 145 0.96209727192286
chr15.H2 chr13.H2 -0.0618694180469537 0.507906390722966 68 145 1
chr16.H2 chr13.H2 0.00571428571428571 1 73 145 1
chr17.H2 chr13.H2 -0.0306695804152157 0.740187036939513 70 145 1
chr18.H2 chr13.H2 -0.01999238530336 0.868601765128492 71 145 1
chr19.H2 chr13.H2 0.132380952380952 0.135153063281516 82 145 0.800346327740544
chr20.H2 chr13.H2 -0.01999238530336 0.868601765128492 71 145 1
chr21.H2 chr13.H2 0.0761469760577892 0.407595721606921 78 145 0.977387167998401
chr22.H2 chr13.H2 -0.0333333333333333 0.740770224167144 70 145 1
chrX.H2 chr13.H2 -0.0752094494745448 0.407962354169479 67 145 0.977387167998401
chr10tr chr13.H2 -0.0743281996848327 0.408035805429783 67 145 0.977387167998401
chr14.H2 chr14.H2 1 4.47393807820504e-43 145 145 1.57706317256728e-41
chr15.H2 chr14.H2 -0.0211590167114525 0.868304833385584 71 145 1
chr16.H2 chr14.H2 -0.0600801603563872 0.50803932253386 68 145 1
chr17.H2 chr14.H2 -0.000383881939460265 1 73 145 1
chr18.H2 chr14.H2 -0.00819829614953961 1 72 145 1
chr19.H2 chr14.H2 0.0877361071871051 0.320635810214617 79 145 0.96209727192286
chr20.H2 chr14.H2 -0.22936163413712 0.00766258081597287 56 145 0.135107773320005
chr21.H2 chr14.H2 0.0617614541847803 0.507428720870033 77 145 1
chr22.H2 chr14.H2 -0.10585552062792 0.244482540026626 65 145 0.914885970786274
chrX.H2 chr14.H2 -0.0634891306464347 0.50667392520772 68 145 1
chr10tr chr14.H2 -0.0929389583762519 0.318044849916718 66 145 0.96209727192286
chr15.H2 chr15.H2 1 3.40118804786652e-43 145 145 1.45879995183437e-41
chr16.H2 chr15.H2 0.0761469760577892 0.40759572160692 78 145 0.977387167998401
chr17.H2 chr15.H2 -0.0216480244009416 0.867613775804674 71 145 1
chr18.H2 chr15.H2 0.0481446250391703 0.619624939856131 76 145 1
chr19.H2 chr15.H2 -0.0485436972368406 0.619362689740794 69 145 1
chr20.H2 chr15.H2 -0.00704091354327786 1 72 145 1
