chrom	start	end	sample	cell	class
chr19	0	58617616	RPE-BM510	BM510x3PE20462	WC
chr19	0	58617616	RPE-BM510	BM510x3PE20463	WC
chr19	0	58617616	RPE-BM510	BM510x3PE20464	CC
chr19	0	58617616	RPE-BM510	BM510x3PE20468	WW
chr19	0	58617616	RPE-BM510	BM510x3PE20469	WW
chr19	0	58617616	RPE-BM510	BM510x3PE20471	CC
chr19	0	58617616	RPE-BM510	BM510x3PE20473	CC
chr19	0	58617616	RPE-BM510	BM510x3PE20474	CC
chr19	0	58617616	RPE-BM510	BM510x3PE20476	CW
chr19	0	58617616	RPE-BM510	BM510x3PE20477	WC
chr19	0	58617616	RPE-BM510	BM510x3PE20479	CC
chr19	0	58617616	RPE-BM510	BM510x3PE20480	CC
chr19	0	58617616	RPE-BM510	BM510x3PE20481	CC
chr19	0	58617616	RPE-BM510	BM510x3PE20482	CC
chr19	0	58617616	RPE-BM510	BM510x3PE20483	WW
chr19	0	58617616	RPE-BM510	BM510x3PE20485	CW
chr19	0	58617616	RPE-BM510	BM510x3PE20486	CW
chr19	0	58617616	RPE-BM510	BM510x3PE20487	CC
chr19	0	58617616	RPE-BM510	BM510x3PE20488	CW
chr19	0	58617616	RPE-BM510	BM510x3PE20489	WC
chr19	0	58617616	RPE-BM510	BM510x3PE20491	CW
chr19	0	58617616	RPE-BM510	BM510x3PE20492	WW
chr19	0	58617616	RPE-BM510	BM510x3PE20495	WW
chr19	0	58617616	RPE-BM510	BM510x3PE20496	CW
chr19	3800000	39600000	RPE-BM510	BM510x04_PE20328	WW
chr19	14700000	58617616	RPE-BM510	BM510x3PE20453	CW
chr19	15000000	58617616	RPE-BM510	BM510x3PE20421	CW
chr19	27800000	58617616	RPE-BM510	BM510x04_PE20344	WW
chr19	32100000	58617616	RPE-BM510	BM510x3PE20490	CW
chr19	39600000	58617616	RPE-BM510	BM510x04_PE20328	CW
chr19	49500000	58617616	RPE-BM510	BM510x04_PE20386	CC
chr19	52500000	58617616	RPE-BM510	BM510x04_PE20390	CW
chr19	56300000	58617616	RPE-BM510	BM510x04_PE20333	WW
chr2	0	1100000	RPE-BM510	BM510x3PE20421	CC
chr2	0	2800000	RPE-BM510	BM510x3PE20450	CW
chr2	0	6500000	RPE-BM510	BM510x04_PE20334	CC
chr2	0	9500000	RPE-BM510	BM510x3PE20464	CW
chr2	0	13500000	RPE-BM510	BM510x3PE20490	WC
chr2	0	15800000	RPE-BM510	BM510x3PE20454	WW
chr2	0	25000000	RPE-BM510	BM510x04_PE20314	WC
chr2	0	42400000	RPE-BM510	BM510x04_PE20319	WC
chr2	0	44400000	RPE-BM510	BM510x04_PE20377	WC
chr2	0	46500000	RPE-BM510	BM510x3PE20407	WC
chr2	0	76000000	RPE-BM510	BM510x3PE20482	CC
chr2	0	88900000	RPE-BM510	BM510x3PE20463	WC
chr2	0	91600000	RPE-BM510	BM510x04_PE20333	WC
chr2	0	97600000	RPE-BM510	BM510x04_PE20344	WW
chr2	0	98400000	RPE-BM510	BM510x04_PE20381	CW
chr2	0	106700000	RPE-BM510	BM510x3PE20446	CC
chr2	0	124300000	RPE-BM510	BM510x04_PE20373	WW
chr2	0	125900000	RPE-BM510	BM510x3PE20449	CW
chr2	0	126200000	RPE-BM510	BM510x3PE20435	CW
chr2	0	129700000	RPE-BM510	BM510x04_PE20306	WC
chr2	0	148000000	RPE-BM510	BM510x3PE20483	CC
chr2	0	158300000	RPE-BM510	BM510x3PE20473	CW
chr2	0	158400000	RPE-BM510	BM510x04_PE20311	WC
chr2	0	162400000	RPE-BM510	BM510x04_PE20395	WW
chr2	0	163100000	RPE-BM510	BM510x04_PE20337	WC
chr2	0	165600000	RPE-BM510	BM510x04_PE20368	CC
chr2	0	166100000	RPE-BM510	BM510x3PE20488	CC
chr2	0	169000000	RPE-BM510	BM510x3PE20408	CC
chr2	0	171000000	RPE-BM510	BM510x3PE20417	CC
chr2	0	195500000	RPE-BM510	BM510x04_PE20313	CW
chr2	0	197200000	RPE-BM510	BM510x04_PE20322	WW
chr2	0	200300000	RPE-BM510	BM510x3PE20410	WC
chr2	0	204300000	RPE-BM510	BM510x04_PE20335	WC
chr2	0	206300000	RPE-BM510	BM510x04_PE20365	WW
chr2	0	211300000	RPE-BM510	BM510x04_PE20372	WW
chr2	0	211700000	RPE-BM510	BM510x3PE20487	CC
chr2	0	231200000	RPE-BM510	BM510x04_PE20356	WC
chr2	0	242193529	RPE-BM510	BM510x04_PE20301	CW
chr2	0	242193529	RPE-BM510	BM510x04_PE20302	CW
chr2	0	242193529	RPE-BM510	BM510x04_PE20303	CW
chr2	0	242193529	RPE-BM510	BM510x04_PE20304	WC
chr2	0	242193529	RPE-BM510	BM510x04_PE20305	CW
chr2	0	242193529	RPE-BM510	BM510x04_PE20307	CC
chr2	0	242193529	RPE-BM510	BM510x04_PE20308	WW
chr2	0	242193529	RPE-BM510	BM510x04_PE20309	CW
chr2	0	242193529	RPE-BM510	BM510x04_PE20310	WW
chr2	0	242193529	RPE-BM510	BM510x04_PE20312	CW
chr2	0	242193529	RPE-BM510	BM510x04_PE20316	CC
chr2	0	242193529	RPE-BM510	BM510x04_PE20317	WC
chr2	0	242193529	RPE-BM510	BM510x04_PE20318	WC
chr2	0	242193529	RPE-BM510	BM510x04_PE20321	CC
chr2	0	242193529	RPE-BM510	BM510x04_PE20325	CW
chr2	0	242193529	RPE-BM510	BM510x04_PE20328	WC
chr2	0	242193529	RPE-BM510	BM510x04_PE20329	CC
chr2	0	242193529	RPE-BM510	BM510x04_PE20330	CW
chr2	0	242193529	RPE-BM510	BM510x04_PE20331	WC
chr2	0	242193529	RPE-BM510	BM510x04_PE20332	CC
chr2	0	242193529	RPE-BM510	BM510x04_PE20336	CW
chr2	0	242193529	RPE-BM510	BM510x04_PE20339	CC
chr2	0	242193529	RPE-BM510	BM510x04_PE20340	WW
chr2	0	242193529	RPE-BM510	BM510x04_PE20342	WC
chr2	0	242193529	RPE-BM510	BM510x04_PE20343	CW
chr2	0	242193529	RPE-BM510	BM510x04_PE20345	WW
chr2	0	242193529	RPE-BM510	BM510x04_PE20347	CW
chr2	0	242193529	RPE-BM510	BM510x04_PE20348	WC
chr2	0	242193529	RPE-BM510	BM510x04_PE20353	CC
chr2	0	242193529	RPE-BM510	BM510x04_PE20355	CW
chr2	0	242193529	RPE-BM510	BM510x04_PE20357	CW
chr2	0	242193529	RPE-BM510	BM510x04_PE20358	CW
chr2	0	242193529	RPE-BM510	BM510x04_PE20359	WW
chr2	0	242193529	RPE-BM510	BM510x04_PE20360	WW
chr2	0	242193529	RPE-BM510	BM510x04_PE20361	CW
chr2	0	242193529	RPE-BM510	BM510x04_PE20362	WW
chr2	0	242193529	RPE-BM510	BM510x04_PE20363	CC
chr2	0	242193529	RPE-BM510	BM510x04_PE20366	WC
chr2	0	242193529	RPE-BM510	BM510x04_PE20367	WC
chr2	0	242193529	RPE-BM510	BM510x04_PE20370	WW
chr2	0	242193529	RPE-BM510	BM510x04_PE20371	CC
chr2	0	242193529	RPE-BM510	BM510x04_PE20374	WC
chr2	0	242193529	RPE-BM510	BM510x04_PE20375	WW
chr2	0	242193529	RPE-BM510	BM510x04_PE20378	CW
chr2	0	242193529	RPE-BM510	BM510x04_PE20379	WW
chr2	0	242193529	RPE-BM510	BM510x04_PE20380	WW
chr2	0	242193529	RPE-BM510	BM510x04_PE20382	WC
chr2	0	242193529	RPE-BM510	BM510x04_PE20383	WW
chr2	0	242193529	RPE-BM510	BM510x04_PE20384	CW
chr2	0	242193529	RPE-BM510	BM510x04_PE20386	WC
chr2	0	242193529	RPE-BM510	BM510x04_PE20387	CW
chr2	0	242193529	RPE-BM510	BM510x04_PE20389	WW
chr2	0	242193529	RPE-BM510	BM510x04_PE20390	CW
chr2	0	242193529	RPE-BM510	BM510x04_PE20392	CC
chr2	0	242193529	RPE-BM510	BM510x04_PE20393	WW
chr2	0	242193529	RPE-BM510	BM510x04_PE20394	CC
chr2	0	242193529	RPE-BM510	BM510x3PE20401	WC
chr2	0	242193529	RPE-BM510	BM510x3PE20402	CW
chr2	0	242193529	RPE-BM510	BM510x3PE20403	CW
chr2	0	242193529	RPE-BM510	BM510x3PE20406	CC
chr2	0	242193529	RPE-BM510	BM510x3PE20411	WC
chr2	0	242193529	RPE-BM510	BM510x3PE20414	WC
chr2	0	242193529	RPE-BM510	BM510x3PE20415	CC
chr2	0	242193529	RPE-BM510	BM510x3PE20416	CC
chr2	0	242193529	RPE-BM510	BM510x3PE20418	CW
chr2	0	242193529	RPE-BM510	BM510x3PE20419	WW
chr2	0	242193529	RPE-BM510	BM510x3PE20422	CW
chr2	0	242193529	RPE-BM510	BM510x3PE20423	WW
chr2	0	242193529	RPE-BM510	BM510x3PE20424	CW
chr2	0	242193529	RPE-BM510	BM510x3PE20425	WW
chr2	0	242193529	RPE-BM510	BM510x3PE20426	WW
chr2	0	242193529	RPE-BM510	BM510x3PE20427	WW
chr2	0	242193529	RPE-BM510	BM510x3PE20429	WW
chr2	0	242193529	RPE-BM510	BM510x3PE20431	CC
chr2	0	242193529	RPE-BM510	BM510x3PE20433	CC
chr2	0	242193529	RPE-BM510	BM510x3PE20436	CC
chr2	0	242193529	RPE-BM510	BM510x3PE20437	CW
chr2	0	242193529	RPE-BM510	BM510x3PE20438	WC
chr2	0	242193529	RPE-BM510	BM510x3PE20439	CC
chr2	0	242193529	RPE-BM510	BM510x3PE20440	CC
chr2	0	242193529	RPE-BM510	BM510x3PE20441	WC
chr2	0	242193529	RPE-BM510	BM510x3PE20444	WW
chr2	0	242193529	RPE-BM510	BM510x3PE20447	WC
chr2	0	242193529	RPE-BM510	BM510x3PE20448	CC
chr2	0	242193529	RPE-BM510	BM510x3PE20452	CW
chr2	0	242193529	RPE-BM510	BM510x3PE20453	WW
chr2	0	242193529	RPE-BM510	BM510x3PE20455	CC
chr2	0	242193529	RPE-BM510	BM510x3PE20456	WW
chr2	0	242193529	RPE-BM510	BM510x3PE20457	CC
chr2	0	242193529	RPE-BM510	BM510x3PE20458	CC
chr2	0	242193529	RPE-BM510	BM510x3PE20460	CW
chr2	0	242193529	RPE-BM510	BM510x3PE20462	CC
chr2	0	242193529	RPE-BM510	BM510x3PE20468	CW
chr2	0	242193529	RPE-BM510	BM510x3PE20469	WC
chr2	0	242193529	RPE-BM510	BM510x3PE20471	CW
chr2	0	242193529	RPE-BM510	BM510x3PE20474	CC
chr2	0	242193529	RPE-BM510	BM510x3PE20476	CC
chr2	0	242193529	RPE-BM510	BM510x3PE20477	WC
chr2	0	242193529	RPE-BM510	BM510x3PE20479	CW
chr2	0	242193529	RPE-BM510	BM510x3PE20480	CC
chr2	0	242193529	RPE-BM510	BM510x3PE20481	WW
chr2	0	242193529	RPE-BM510	BM510x3PE20485	WC
chr2	0	242193529	RPE-BM510	BM510x3PE20486	WW
chr2	0	242193529	RPE-BM510	BM510x3PE20489	WC
chr2	0	242193529	RPE-BM510	BM510x3PE20491	WC
chr2	0	242193529	RPE-BM510	BM510x3PE20492	WC
chr2	0	242193529	RPE-BM510	BM510x3PE20495	CC
chr2	0	242193529	RPE-BM510	BM510x3PE20496	WC
chr2	1100000	242193529	RPE-BM510	BM510x3PE20421	WC
chr2	2800000	242193529	RPE-BM510	BM510x3PE20450	WW
chr2	6500000	242193529	RPE-BM510	BM510x04_PE20334	CW
chr2	9500000	9700000	RPE-BM510	BM510x3PE20464	WW
chr2	9700000	26400000	RPE-BM510	BM510x3PE20464	CW
chr2	13500000	14100000	RPE-BM510	BM510x3PE20490	WW
chr2	14100000	29600000	RPE-BM510	BM510x3PE20490	WC
chr2	15800000	242193529	RPE-BM510	BM510x3PE20454	CW
chr2	25000000	196300000	RPE-BM510	BM510x04_PE20314	WW
chr2	26400000	26900000	RPE-BM510	BM510x3PE20464	CC
chr2	26900000	43800000	RPE-BM510	BM510x3PE20464	CW
chr2	29600000	29800000	RPE-BM510	BM510x3PE20490	WW
chr2	29800000	57900000	RPE-BM510	BM510x3PE20490	WC
chr2	42400000	242193529	RPE-BM510	BM510x04_PE20319	CC
chr2	43800000	44000000	RPE-BM510	BM510x3PE20464	CC
chr2	44000000	62800000	RPE-BM510	BM510x3PE20464	CW
chr2	44400000	197900000	RPE-BM510	BM510x04_PE20377	CC
chr2	46500000	242193529	RPE-BM510	BM510x3PE20407	CC
chr2	57900000	58200000	RPE-BM510	BM510x3PE20490	WW
chr2	58200000	61500000	RPE-BM510	BM510x3PE20490	WC
chr2	61500000	62100000	RPE-BM510	BM510x3PE20490	CC
chr2	62100000	115700000	RPE-BM510	BM510x3PE20490	WC
chr2	62800000	63100000	RPE-BM510	BM510x3PE20464	CC
chr2	63100000	156300000	RPE-BM510	BM510x3PE20464	CW
chr2	76000000	242193529	RPE-BM510	BM510x3PE20482	CW
chr2	88900000	242193529	RPE-BM510	BM510x3PE20463	CC
chr2	91600000	242193529	RPE-BM510	BM510x04_PE20333	CC
chr2	97600000	242193529	RPE-BM510	BM510x04_PE20344	WC
chr2	98400000	102900000	RPE-BM510	BM510x04_PE20381	CC
chr2	102900000	242193529	RPE-BM510	BM510x04_PE20381	CW
chr2	106700000	171100000	RPE-BM510	BM510x3PE20446	CW
chr2	115700000	115900000	RPE-BM510	BM510x3PE20490	WW
chr2	115900000	126300000	RPE-BM510	BM510x3PE20490	WC
chr2	124300000	242193529	RPE-BM510	BM510x04_PE20373	CW
chr2	125900000	242193529	RPE-BM510	BM510x3PE20449	WW
chr2	126200000	242193529	RPE-BM510	BM510x3PE20435	CC
chr2	126300000	126800000	RPE-BM510	BM510x3PE20490	WW
chr2	126800000	163300000	RPE-BM510	BM510x3PE20490	WC
chr2	129700000	242193529	RPE-BM510	BM510x04_PE20306	CC
chr2	148000000	242193529	RPE-BM510	BM510x3PE20483	CW
chr2	156300000	156800000	RPE-BM510	BM510x3PE20464	WW
chr2	156800000	169700000	RPE-BM510	BM510x3PE20464	CW
chr2	158300000	158600000	RPE-BM510	BM510x3PE20473	CC
chr2	158400000	242193529	RPE-BM510	BM510x04_PE20311	CC
chr2	158600000	205100000	RPE-BM510	BM510x3PE20473	CW
chr2	162400000	242193529	RPE-BM510	BM510x04_PE20395	WC
chr2	163100000	242193529	RPE-BM510	BM510x04_PE20337	WW
chr2	163300000	163500000	RPE-BM510	BM510x3PE20490	WW
chr2	163500000	185500000	RPE-BM510	BM510x3PE20490	WC
chr2	165600000	242193529	RPE-BM510	BM510x04_PE20368	WC
chr2	166100000	242193529	RPE-BM510	BM510x3PE20488	CW
chr2	169000000	242193529	RPE-BM510	BM510x3PE20408	WC
chr2	169700000	170100000	RPE-BM510	BM510x3PE20464	CC
chr2	170100000	209100000	RPE-BM510	BM510x3PE20464	CW
chr2	171000000	242193529	RPE-BM510	BM510x3PE20417	CW
chr2	171100000	171400000	RPE-BM510	BM510x3PE20446	CC
chr2	171400000	242193529	RPE-BM510	BM510x3PE20446	CW
chr2	185500000	185700000	RPE-BM510	BM510x3PE20490	WW
chr2	185700000	191600000	RPE-BM510	BM510x3PE20490	WC
chr2	191600000	191800000	RPE-BM510	BM510x3PE20490	WW
chr2	191800000	242193529	RPE-BM510	BM510x3PE20490	WC
chr2	195500000	242193529	RPE-BM510	BM510x04_PE20313	WW
chr2	196300000	242193529	RPE-BM510	BM510x04_PE20314	CW
chr2	197200000	242193529	RPE-BM510	BM510x04_PE20322	CW
chr2	197900000	242193529	RPE-BM510	BM510x04_PE20377	WC
chr2	200300000	242193529	RPE-BM510	BM510x3PE20410	CC
chr2	204300000	242193529	RPE-BM510	BM510x04_PE20335	CC
chr2	205100000	242193529	RPE-BM510	BM510x3PE20473	CC
chr2	206300000	242193529	RPE-BM510	BM510x04_PE20365	CW
chr2	209100000	209300000	RPE-BM510	BM510x3PE20464	CC
chr2	209300000	242193529	RPE-BM510	BM510x3PE20464	CW
chr2	211300000	242193529	RPE-BM510	BM510x04_PE20372	WC
chr2	211700000	242193529	RPE-BM510	BM510x3PE20487	WC
chr2	231200000	242193529	RPE-BM510	BM510x04_PE20356	WW
chr20	0	1700000	RPE-BM510	BM510x04_PE20335	WW
chr20	0	2700000	RPE-BM510	BM510x04_PE20347	WW
chr20	0	4900000	RPE-BM510	BM510x3PE20485	CC
chr20	0	6900000	RPE-BM510	BM510x3PE20489	WC
chr20	0	10700000	RPE-BM510	BM510x04_PE20383	WC
chr20	0	24100000	RPE-BM510	BM510x04_PE20367	WC
chr20	0	25000000	RPE-BM510	BM510x04_PE20302	CC
chr20	0	25800000	RPE-BM510	BM510x3PE20488	CC
chr20	0	29200000	RPE-BM510	BM510x04_PE20387	WC
chr20	0	30900000	RPE-BM510	BM510x3PE20415	CW
chr20	0	34100000	RPE-BM510	BM510x3PE20444	CC
chr20	0	39900000	RPE-BM510	BM510x04_PE20377	CW
chr20	0	49200000	RPE-BM510	BM510x04_PE20374	CW
chr20	0	53800000	RPE-BM510	BM510x3PE20480	CW
chr20	0	54500000	RPE-BM510	BM510x3PE20436	CW
chr20	0	64444167	RPE-BM510	BM510x04_PE20301	WC
chr20	0	64444167	RPE-BM510	BM510x04_PE20303	CC
chr20	0	64444167	RPE-BM510	BM510x04_PE20304	CC
chr20	0	64444167	RPE-BM510	BM510x04_PE20305	CC
chr20	0	64444167	RPE-BM510	BM510x04_PE20306	WC
chr20	0	64444167	RPE-BM510	BM510x04_PE20307	WW
chr20	0	64444167	RPE-BM510	BM510x04_PE20308	CC
chr20	0	64444167	RPE-BM510	BM510x04_PE20309	CC
chr20	0	64444167	RPE-BM510	BM510x04_PE20310	CW
chr20	0	64444167	RPE-BM510	BM510x04_PE20311	CC
chr20	0	64444167	RPE-BM510	BM510x04_PE20312	CW
chr20	0	64444167	RPE-BM510	BM510x04_PE20313	WW
chr20	0	64444167	RPE-BM510	BM510x04_PE20314	WW
chr20	0	64444167	RPE-BM510	BM510x04_PE20316	CC
chr20	0	64444167	RPE-BM510	BM510x04_PE20317	WW
chr20	0	64444167	RPE-BM510	BM510x04_PE20318	WW
chr20	0	64444167	RPE-BM510	BM510x04_PE20319	CW
chr20	0	64444167	RPE-BM510	BM510x04_PE20321	CW
chr20	0	64444167	RPE-BM510	BM510x04_PE20322	CW
chr20	0	64444167	RPE-BM510	BM510x04_PE20325	CW
chr20	0	64444167	RPE-BM510	BM510x04_PE20328	CC
chr20	0	64444167	RPE-BM510	BM510x04_PE20329	CC
chr20	0	64444167	RPE-BM510	BM510x04_PE20330	WC
chr20	0	64444167	RPE-BM510	BM510x04_PE20331	CW
chr20	0	64444167	RPE-BM510	BM510x04_PE20332	CC
chr20	0	64444167	RPE-BM510	BM510x04_PE20333	WW
chr20	0	64444167	RPE-BM510	BM510x04_PE20334	CW
chr20	0	64444167	RPE-BM510	BM510x04_PE20336	WW
chr20	0	64444167	RPE-BM510	BM510x04_PE20337	CC
chr20	0	64444167	RPE-BM510	BM510x04_PE20339	CW
chr20	0	64444167	RPE-BM510	BM510x04_PE20340	CC
chr20	0	64444167	RPE-BM510	BM510x04_PE20342	CW
chr20	0	64444167	RPE-BM510	BM510x04_PE20343	WW
chr20	0	64444167	RPE-BM510	BM510x04_PE20344	WW
chr20	0	64444167	RPE-BM510	BM510x04_PE20345	WW
chr20	0	64444167	RPE-BM510	BM510x04_PE20348	CC
chr20	0	64444167	RPE-BM510	BM510x04_PE20353	WC
chr20	0	64444167	RPE-BM510	BM510x04_PE20355	CC
chr20	0	64444167	RPE-BM510	BM510x04_PE20356	WW
chr20	0	64444167	RPE-BM510	BM510x04_PE20357	CC
chr20	0	64444167	RPE-BM510	BM510x04_PE20358	CW
chr20	0	64444167	RPE-BM510	BM510x04_PE20359	WC
chr20	0	64444167	RPE-BM510	BM510x04_PE20360	WC
chr20	0	64444167	RPE-BM510	BM510x04_PE20361	CC
chr20	0	64444167	RPE-BM510	BM510x04_PE20362	CC
chr20	0	64444167	RPE-BM510	BM510x04_PE20363	WC
chr20	0	64444167	RPE-BM510	BM510x04_PE20365	CC
chr20	0	64444167	RPE-BM510	BM510x04_PE20366	CW
chr20	0	64444167	RPE-BM510	BM510x04_PE20368	WW
chr20	0	64444167	RPE-BM510	BM510x04_PE20370	WC
chr20	0	64444167	RPE-BM510	BM510x04_PE20371	WW
chr20	0	64444167	RPE-BM510	BM510x04_PE20372	CW
chr20	0	64444167	RPE-BM510	BM510x04_PE20373	WC
chr20	0	64444167	RPE-BM510	BM510x04_PE20375	CW
chr20	0	64444167	RPE-BM510	BM510x04_PE20378	WC
chr20	0	64444167	RPE-BM510	BM510x04_PE20379	WC
chr20	0	64444167	RPE-BM510	BM510x04_PE20380	WC
chr20	0	64444167	RPE-BM510	BM510x04_PE20381	WW
chr20	0	64444167	RPE-BM510	BM510x04_PE20382	WW
chr20	0	64444167	RPE-BM510	BM510x04_PE20384	WW
chr20	0	64444167	RPE-BM510	BM510x04_PE20386	WW
chr20	0	64444167	RPE-BM510	BM510x04_PE20389	WW
chr20	0	64444167	RPE-BM510	BM510x04_PE20390	CW
chr20	0	64444167	RPE-BM510	BM510x04_PE20392	WW
chr20	0	64444167	RPE-BM510	BM510x04_PE20393	CC
chr20	0	64444167	RPE-BM510	BM510x04_PE20394	CC
chr20	0	64444167	RPE-BM510	BM510x04_PE20395	WC
chr20	0	64444167	RPE-BM510	BM510x3PE20401	CW
chr20	0	64444167	RPE-BM510	BM510x3PE20402	CC
chr20	0	64444167	RPE-BM510	BM510x3PE20403	WW
chr20	0	64444167	RPE-BM510	BM510x3PE20406	CC
chr20	0	64444167	RPE-BM510	BM510x3PE20407	WC
chr20	0	64444167	RPE-BM510	BM510x3PE20408	CW
chr20	0	64444167	RPE-BM510	BM510x3PE20410	CW
chr20	0	64444167	RPE-BM510	BM510x3PE20411	CW
chr20	0	64444167	RPE-BM510	BM510x3PE20414	CC
chr20	0	64444167	RPE-BM510	BM510x3PE20416	WC
chr20	0	64444167	RPE-BM510	BM510x3PE20417	CW
chr20	0	64444167	RPE-BM510	BM510x3PE20418	CW
chr20	0	64444167	RPE-BM510	BM510x3PE20419	WC
chr20	0	64444167	RPE-BM510	BM510x3PE20421	WW
chr20	0	64444167	RPE-BM510	BM510x3PE20422	WC
chr20	0	64444167	RPE-BM510	BM510x3PE20423	CW
chr20	0	64444167	RPE-BM510	BM510x3PE20424	CC
chr20	0	64444167	RPE-BM510	BM510x3PE20425	CW
chr20	0	64444167	RPE-BM510	BM510x3PE20426	WC
chr20	0	64444167	RPE-BM510	BM510x3PE20427	WW
chr20	0	64444167	RPE-BM510	BM510x3PE20429	WC
chr20	0	64444167	RPE-BM510	BM510x3PE20431	WC
chr20	0	64444167	RPE-BM510	BM510x3PE20433	CW
chr20	0	64444167	RPE-BM510	BM510x3PE20435	CC
chr20	0	64444167	RPE-BM510	BM510x3PE20437	CC
chr20	0	64444167	RPE-BM510	BM510x3PE20438	CC
chr20	0	64444167	RPE-BM510	BM510x3PE20439	CW
chr20	0	64444167	RPE-BM510	BM510x3PE20440	WC
chr20	0	64444167	RPE-BM510	BM510x3PE20441	CC
chr20	0	64444167	RPE-BM510	BM510x3PE20446	WC
chr20	0	64444167	RPE-BM510	BM510x3PE20447	CW
chr20	0	64444167	RPE-BM510	BM510x3PE20448	CW
chr20	0	64444167	RPE-BM510	BM510x3PE20449	WC
chr20	0	64444167	RPE-BM510	BM510x3PE20450	WC
chr20	0	64444167	RPE-BM510	BM510x3PE20452	CC
chr20	0	64444167	RPE-BM510	BM510x3PE20453	WW
chr20	0	64444167	RPE-BM510	BM510x3PE20454	CW
chr20	0	64444167	RPE-BM510	BM510x3PE20455	WW
chr20	0	64444167	RPE-BM510	BM510x3PE20456	CC
chr20	0	64444167	RPE-BM510	BM510x3PE20457	WW
chr20	0	64444167	RPE-BM510	BM510x3PE20458	WW
chr20	0	64444167	RPE-BM510	BM510x3PE20460	WW
chr20	0	64444167	RPE-BM510	BM510x3PE20462	CW
chr20	0	64444167	RPE-BM510	BM510x3PE20463	CW
chr20	0	64444167	RPE-BM510	BM510x3PE20464	WC
chr20	0	64444167	RPE-BM510	BM510x3PE20468	WW
chr20	0	64444167	RPE-BM510	BM510x3PE20469	WC
chr20	0	64444167	RPE-BM510	BM510x3PE20471	CW
chr20	0	64444167	RPE-BM510	BM510x3PE20473	WC
chr20	0	64444167	RPE-BM510	BM510x3PE20474	WC
chr20	0	64444167	RPE-BM510	BM510x3PE20476	WW
chr20	0	64444167	RPE-BM510	BM510x3PE20477	CW
chr20	0	64444167	RPE-BM510	BM510x3PE20479	CW
chr20	0	64444167	RPE-BM510	BM510x3PE20481	CC
chr20	0	64444167	RPE-BM510	BM510x3PE20482	CW
chr20	0	64444167	RPE-BM510	BM510x3PE20483	CW
chr20	0	64444167	RPE-BM510	BM510x3PE20486	WC
chr20	0	64444167	RPE-BM510	BM510x3PE20487	WC
chr20	0	64444167	RPE-BM510	BM510x3PE20490	WC
chr20	0	64444167	RPE-BM510	BM510x3PE20491	CW
chr20	0	64444167	RPE-BM510	BM510x3PE20492	WC
chr20	0	64444167	RPE-BM510	BM510x3PE20495	CW
chr20	0	64444167	RPE-BM510	BM510x3PE20496	CC
chr20	1700000	64444167	RPE-BM510	BM510x04_PE20335	CW
chr20	2700000	64444167	RPE-BM510	BM510x04_PE20347	WC
chr20	4900000	64444167	RPE-BM510	BM510x3PE20485	CW
chr20	6900000	64444167	RPE-BM510	BM510x3PE20489	CC
chr20	10700000	64444167	RPE-BM510	BM510x04_PE20383	CC
chr20	24100000	64444167	RPE-BM510	BM510x04_PE20367	WW
chr20	25000000	64444167	RPE-BM510	BM510x04_PE20302	WC
chr20	25800000	64444167	RPE-BM510	BM510x3PE20488	WC
chr20	29200000	64444167	RPE-BM510	BM510x04_PE20387	WW
chr20	30900000	64444167	RPE-BM510	BM510x3PE20415	CC
chr20	34100000	64444167	RPE-BM510	BM510x3PE20444	CW
chr20	39900000	64444167	RPE-BM510	BM510x04_PE20377	WW
chr20	49200000	64444167	RPE-BM510	BM510x04_PE20374	CC
chr20	53800000	64444167	RPE-BM510	BM510x3PE20480	CC
chr20	54500000	64444167	RPE-BM510	BM510x3PE20436	CC
chr21	0	14500000	RPE-BM510	BM510x3PE20453	CC
chr21	0	37000000	RPE-BM510	BM510x04_PE20374	CC
chr21	0	46709983	RPE-BM510	BM510x04_PE20301	CC
chr21	0	46709983	RPE-BM510	BM510x04_PE20302	CW
chr21	0	46709983	RPE-BM510	BM510x04_PE20303	WW
chr21	0	46709983	RPE-BM510	BM510x04_PE20304	WC
chr21	0	46709983	RPE-BM510	BM510x04_PE20305	CC
chr21	0	46709983	RPE-BM510	BM510x04_PE20306	CC
chr21	0	46709983	RPE-BM510	BM510x04_PE20307	CW
chr21	0	46709983	RPE-BM510	BM510x04_PE20308	CC
chr21	0	46709983	RPE-BM510	BM510x04_PE20309	CC
chr21	0	46709983	RPE-BM510	BM510x04_PE20310	WW
chr21	0	46709983	RPE-BM510	BM510x04_PE20311	WW
chr21	0	46709983	RPE-BM510	BM510x04_PE20312	WW
chr21	0	46709983	RPE-BM510	BM510x04_PE20313	CC
chr21	0	46709983	RPE-BM510	BM510x04_PE20314	WC
chr21	0	46709983	RPE-BM510	BM510x04_PE20316	CW
chr21	0	46709983	RPE-BM510	BM510x04_PE20317	CC
chr21	0	46709983	RPE-BM510	BM510x04_PE20318	CC
chr21	0	46709983	RPE-BM510	BM510x04_PE20319	WC
chr21	0	46709983	RPE-BM510	BM510x04_PE20321	CC
chr21	0	46709983	RPE-BM510	BM510x04_PE20322	WW
chr21	0	46709983	RPE-BM510	BM510x04_PE20325	CW
chr21	0	46709983	RPE-BM510	BM510x04_PE20328	CC
chr21	0	46709983	RPE-BM510	BM510x04_PE20329	CC
