chrom	start	end	sample	cell	class
chr17	0	83257441	RPE1-WT	RPE1WTPE20442	CC
chr17	0	83257441	RPE1-WT	RPE1WTPE20445	WC
chr17	0	83257441	RPE1-WT	RPE1WTPE20448	WW
chr17	0	83257441	RPE1-WT	RPE1WTPE20449	CC
chr17	0	83257441	RPE1-WT	RPE1WTPE20450	CC
chr17	0	83257441	RPE1-WT	RPE1WTPE20451	CC
chr17	0	83257441	RPE1-WT	RPE1WTPE20454	CW
chr17	0	83257441	RPE1-WT	RPE1WTPE20455	WC
chr17	0	83257441	RPE1-WT	RPE1WTPE20456	CC
chr17	0	83257441	RPE1-WT	RPE1WTPE20457	CW
chr17	0	83257441	RPE1-WT	RPE1WTPE20459	WW
chr17	0	83257441	RPE1-WT	RPE1WTPE20462	WW
chr17	0	83257441	RPE1-WT	RPE1WTPE20463	CW
chr17	0	83257441	RPE1-WT	RPE1WTPE20465	CC
chr17	0	83257441	RPE1-WT	RPE1WTPE20466	CC
chr17	0	83257441	RPE1-WT	RPE1WTPE20467	WW
chr17	0	83257441	RPE1-WT	RPE1WTPE20468	CC
chr17	0	83257441	RPE1-WT	RPE1WTPE20469	CW
chr17	0	83257441	RPE1-WT	RPE1WTPE20470	CC
chr17	0	83257441	RPE1-WT	RPE1WTPE20472	CC
chr17	0	83257441	RPE1-WT	RPE1WTPE20473	CC
chr17	0	83257441	RPE1-WT	RPE1WTPE20474	CW
chr17	0	83257441	RPE1-WT	RPE1WTPE20476	WW
chr17	0	83257441	RPE1-WT	RPE1WTPE20477	CC
chr17	0	83257441	RPE1-WT	RPE1WTPE20478	CW
chr17	0	83257441	RPE1-WT	RPE1WTPE20481	CC
chr17	0	83257441	RPE1-WT	RPE1WTPE20483	CW
chr17	0	83257441	RPE1-WT	RPE1WTPE20484	CW
chr17	0	83257441	RPE1-WT	RPE1WTPE20485	WC
chr17	0	83257441	RPE1-WT	RPE1WTPE20486	CW
chr17	0	83257441	RPE1-WT	RPE1WTPE20489	WW
chr17	0	83257441	RPE1-WT	RPE1WTPE20491	CW
chr17	0	83257441	RPE1-WT	RPE1WTPE20492	CC
chr17	0	83257441	RPE1-WT	RPE1WTPE20494	CW
chr17	5700000	83257441	RPE1-WT	RPE1WTPE20495	CW
chr17	8200000	83257441	RPE1-WT	RPE1WTPE20447	CW
chr17	8900000	83257441	RPE1-WT	RPE1WTPE20471	CC
chr17	12800000	83257441	RPE1-WT	RPE1WTPE20493	CW
chr17	15800000	83257441	RPE1-WT	RPE1WTPE20423	WC
chr17	15900000	83257441	RPE1-WT	RPE1WTPE20416	WC
chr17	19500000	83257441	RPE1-WT	RPE1WTPE20453	WW
chr17	27000000	83257441	RPE1-WT	RPE1WTPE20452	CC
chr17	39800000	42000000	RPE1-WT	RPE1WTPE20490	WC
chr17	42000000	83257441	RPE1-WT	RPE1WTPE20490	WW
chr17	59000000	83257441	RPE1-WT	RPE1WTPE20480	WC
chr17	60000000	83257441	RPE1-WT	RPE1WTPE20464	WC
chr18	0	2200000	RPE1-WT	RPE1WTPE20413	CC
chr18	0	23900000	RPE1-WT	RPE1WTPE20422	CC
chr18	0	28600000	RPE1-WT	RPE1WTPE20434	WC
chr18	0	37500000	RPE1-WT	RPE1WTPE20424	WC
chr18	0	43600000	RPE1-WT	RPE1WTPE20486	WC
chr18	0	48500000	RPE1-WT	RPE1WTPE20426	WW
chr18	0	58300000	RPE1-WT	RPE1WTPE20477	WW
chr18	0	59900000	RPE1-WT	RPE1WTPE20436	CC
chr18	0	64400000	RPE1-WT	RPE1WTPE20456	CW
chr18	0	80373285	RPE1-WT	RPE1WTPE20401	CW
chr18	0	80373285	RPE1-WT	RPE1WTPE20402	WW
chr18	0	80373285	RPE1-WT	RPE1WTPE20403	WW
chr18	0	80373285	RPE1-WT	RPE1WTPE20404	WW
chr18	0	80373285	RPE1-WT	RPE1WTPE20405	WW
chr18	0	80373285	RPE1-WT	RPE1WTPE20406	WC
chr18	0	80373285	RPE1-WT	RPE1WTPE20407	CC
chr18	0	80373285	RPE1-WT	RPE1WTPE20409	WC
chr18	0	80373285	RPE1-WT	RPE1WTPE20410	WW
chr18	0	80373285	RPE1-WT	RPE1WTPE20411	WC
chr18	0	80373285	RPE1-WT	RPE1WTPE20412	CC
chr18	0	80373285	RPE1-WT	RPE1WTPE20414	WC
chr18	0	80373285	RPE1-WT	RPE1WTPE20415	WW
chr18	0	80373285	RPE1-WT	RPE1WTPE20416	CC
chr18	0	80373285	RPE1-WT	RPE1WTPE20417	CC
chr18	0	80373285	RPE1-WT	RPE1WTPE20418	WC
chr18	0	80373285	RPE1-WT	RPE1WTPE20419	WW
chr18	0	80373285	RPE1-WT	RPE1WTPE20421	WC
chr18	0	80373285	RPE1-WT	RPE1WTPE20423	CC
chr18	0	80373285	RPE1-WT	RPE1WTPE20425	CC
chr18	0	80373285	RPE1-WT	RPE1WTPE20428	WC
chr18	0	80373285	RPE1-WT	RPE1WTPE20429	CW
chr18	0	80373285	RPE1-WT	RPE1WTPE20430	WW
chr18	0	80373285	RPE1-WT	RPE1WTPE20431	CC
chr18	0	80373285	RPE1-WT	RPE1WTPE20432	CC
chr18	0	80373285	RPE1-WT	RPE1WTPE20435	WC
chr18	0	80373285	RPE1-WT	RPE1WTPE20437	WC
chr18	0	80373285	RPE1-WT	RPE1WTPE20438	WW
chr18	0	80373285	RPE1-WT	RPE1WTPE20439	CW
chr18	0	80373285	RPE1-WT	RPE1WTPE20440	CW
chr18	0	80373285	RPE1-WT	RPE1WTPE20441	WW
chr18	0	80373285	RPE1-WT	RPE1WTPE20442	WC
chr18	0	80373285	RPE1-WT	RPE1WTPE20445	CC
chr18	0	80373285	RPE1-WT	RPE1WTPE20447	WW
chr18	0	80373285	RPE1-WT	RPE1WTPE20448	CC
chr18	0	80373285	RPE1-WT	RPE1WTPE20449	CC
chr18	0	80373285	RPE1-WT	RPE1WTPE20450	WW
chr18	0	80373285	RPE1-WT	RPE1WTPE20451	WC
chr18	0	80373285	RPE1-WT	RPE1WTPE20452	CW
chr18	0	80373285	RPE1-WT	RPE1WTPE20453	WW
chr18	0	80373285	RPE1-WT	RPE1WTPE20454	CW
chr18	0	80373285	RPE1-WT	RPE1WTPE20455	CC
chr18	0	80373285	RPE1-WT	RPE1WTPE20457	CC
chr18	0	80373285	RPE1-WT	RPE1WTPE20459	CC
chr18	0	80373285	RPE1-WT	RPE1WTPE20462	CC
chr18	0	80373285	RPE1-WT	RPE1WTPE20463	WC
chr18	0	80373285	RPE1-WT	RPE1WTPE20464	WC
chr18	0	80373285	RPE1-WT	RPE1WTPE20465	CW
chr18	0	80373285	RPE1-WT	RPE1WTPE20466	CC
chr18	0	80373285	RPE1-WT	RPE1WTPE20467	WW
chr18	0	80373285	RPE1-WT	RPE1WTPE20468	WC
chr18	0	80373285	RPE1-WT	RPE1WTPE20469	WC
chr18	0	80373285	RPE1-WT	RPE1WTPE20470	WW
chr18	0	80373285	RPE1-WT	RPE1WTPE20471	CW
chr18	0	80373285	RPE1-WT	RPE1WTPE20472	CW
chr18	0	80373285	RPE1-WT	RPE1WTPE20473	WC
chr18	0	80373285	RPE1-WT	RPE1WTPE20474	WW
chr18	0	80373285	RPE1-WT	RPE1WTPE20476	CW
chr18	0	80373285	RPE1-WT	RPE1WTPE20478	WC
chr18	0	80373285	RPE1-WT	RPE1WTPE20480	WC
chr18	0	80373285	RPE1-WT	RPE1WTPE20481	CC
chr18	0	80373285	RPE1-WT	RPE1WTPE20483	CW
chr18	0	80373285	RPE1-WT	RPE1WTPE20484	CW
chr18	0	80373285	RPE1-WT	RPE1WTPE20485	CW
chr18	0	80373285	RPE1-WT	RPE1WTPE20489	WW
chr18	0	80373285	RPE1-WT	RPE1WTPE20490	CC
chr18	0	80373285	RPE1-WT	RPE1WTPE20491	WW
chr18	0	80373285	RPE1-WT	RPE1WTPE20492	CC
chr18	0	80373285	RPE1-WT	RPE1WTPE20493	CW
chr18	0	80373285	RPE1-WT	RPE1WTPE20494	CC
chr18	0	80373285	RPE1-WT	RPE1WTPE20495	CW
chr18	2200000	80373285	RPE1-WT	RPE1WTPE20413	CW
chr18	23900000	80373285	RPE1-WT	RPE1WTPE20422	CW
chr18	28600000	80373285	RPE1-WT	RPE1WTPE20434	WW
chr18	37500000	80373285	RPE1-WT	RPE1WTPE20424	WW
chr18	43600000	80373285	RPE1-WT	RPE1WTPE20486	WW
chr18	48500000	80373285	RPE1-WT	RPE1WTPE20426	CW
chr18	58300000	80373285	RPE1-WT	RPE1WTPE20477	WC
chr18	59900000	80373285	RPE1-WT	RPE1WTPE20436	CW
chr18	64400000	66800000	RPE1-WT	RPE1WTPE20456	CC
chr18	66800000	80373285	RPE1-WT	RPE1WTPE20456	CW
chr19	0	3200000	RPE1-WT	RPE1WTPE20472	WC
chr19	0	3600000	RPE1-WT	RPE1WTPE20401	WW
chr19	0	6900000	RPE1-WT	RPE1WTPE20463	CW
chr19	0	14600000	RPE1-WT	RPE1WTPE20469	CC
chr19	0	15100000	RPE1-WT	RPE1WTPE20478	WC
chr19	0	27900000	RPE1-WT	RPE1WTPE20441	WW
chr19	0	28400000	RPE1-WT	RPE1WTPE20474	WW
chr19	0	28900000	RPE1-WT	RPE1WTPE20468	CW
chr19	0	43500000	RPE1-WT	RPE1WTPE20442	CW
chr19	0	52300000	RPE1-WT	RPE1WTPE20434	CC
chr19	0	58617616	RPE1-WT	RPE1WTPE20402	CC
chr19	0	58617616	RPE1-WT	RPE1WTPE20403	CW
chr19	0	58617616	RPE1-WT	RPE1WTPE20404	WC
chr19	0	58617616	RPE1-WT	RPE1WTPE20405	WW
chr19	0	58617616	RPE1-WT	RPE1WTPE20406	CW
chr19	0	58617616	RPE1-WT	RPE1WTPE20407	WC
chr19	0	58617616	RPE1-WT	RPE1WTPE20409	CW
chr19	0	58617616	RPE1-WT	RPE1WTPE20410	WC
chr19	0	58617616	RPE1-WT	RPE1WTPE20411	WC
chr19	0	58617616	RPE1-WT	RPE1WTPE20412	CW
chr19	0	58617616	RPE1-WT	RPE1WTPE20413	CC
chr19	0	58617616	RPE1-WT	RPE1WTPE20414	WW
chr19	0	58617616	RPE1-WT	RPE1WTPE20415	WW
chr19	0	58617616	RPE1-WT	RPE1WTPE20416	CW
chr19	0	58617616	RPE1-WT	RPE1WTPE20417	WC
chr19	0	58617616	RPE1-WT	RPE1WTPE20418	WC
chr19	0	58617616	RPE1-WT	RPE1WTPE20419	WC
chr19	0	58617616	RPE1-WT	RPE1WTPE20421	CW
chr19	0	58617616	RPE1-WT	RPE1WTPE20422	CW
chr19	0	58617616	RPE1-WT	RPE1WTPE20423	WW
chr19	0	58617616	RPE1-WT	RPE1WTPE20424	CC
chr19	0	58617616	RPE1-WT	RPE1WTPE20425	CW
chr19	0	58617616	RPE1-WT	RPE1WTPE20426	CW
chr19	0	58617616	RPE1-WT	RPE1WTPE20428	CW
chr19	0	58617616	RPE1-WT	RPE1WTPE20429	CW
chr19	0	58617616	RPE1-WT	RPE1WTPE20430	WW
chr19	0	58617616	RPE1-WT	RPE1WTPE20431	WW
chr19	0	58617616	RPE1-WT	RPE1WTPE20432	WW
chr19	0	58617616	RPE1-WT	RPE1WTPE20435	WW
chr19	0	58617616	RPE1-WT	RPE1WTPE20436	WC
chr19	0	58617616	RPE1-WT	RPE1WTPE20437	WC
chr19	0	58617616	RPE1-WT	RPE1WTPE20438	WW
chr19	0	58617616	RPE1-WT	RPE1WTPE20439	CW
chr19	0	58617616	RPE1-WT	RPE1WTPE20440	CW
chr19	0	58617616	RPE1-WT	RPE1WTPE20445	CW
chr19	0	58617616	RPE1-WT	RPE1WTPE20447	WC
chr19	0	58617616	RPE1-WT	RPE1WTPE20448	CC
chr19	0	58617616	RPE1-WT	RPE1WTPE20449	WC
chr19	0	58617616	RPE1-WT	RPE1WTPE20450	CC
chr19	0	58617616	RPE1-WT	RPE1WTPE20451	WC
chr19	0	58617616	RPE1-WT	RPE1WTPE20452	CW
chr19	0	58617616	RPE1-WT	RPE1WTPE20453	WC
chr19	0	58617616	RPE1-WT	RPE1WTPE20454	CC
chr19	0	58617616	RPE1-WT	RPE1WTPE20455	WC
chr19	0	58617616	RPE1-WT	RPE1WTPE20456	WC
chr19	0	58617616	RPE1-WT	RPE1WTPE20457	CC
chr19	0	58617616	RPE1-WT	RPE1WTPE20459	CW
chr19	0	58617616	RPE1-WT	RPE1WTPE20462	CW
chr19	0	58617616	RPE1-WT	RPE1WTPE20464	WC
chr19	0	58617616	RPE1-WT	RPE1WTPE20465	WC
chr19	0	58617616	RPE1-WT	RPE1WTPE20466	CW
chr19	0	58617616	RPE1-WT	RPE1WTPE20467	WC
chr19	0	58617616	RPE1-WT	RPE1WTPE20470	WC
chr19	0	58617616	RPE1-WT	RPE1WTPE20471	WW
chr19	0	58617616	RPE1-WT	RPE1WTPE20473	CC
chr19	0	58617616	RPE1-WT	RPE1WTPE20476	CW
chr19	0	58617616	RPE1-WT	RPE1WTPE20477	WW
chr19	0	58617616	RPE1-WT	RPE1WTPE20480	CC
chr19	0	58617616	RPE1-WT	RPE1WTPE20481	CC
chr19	0	58617616	RPE1-WT	RPE1WTPE20483	CC
chr19	0	58617616	RPE1-WT	RPE1WTPE20484	CC
chr19	0	58617616	RPE1-WT	RPE1WTPE20485	WC
chr19	0	58617616	RPE1-WT	RPE1WTPE20486	WW
chr19	0	58617616	RPE1-WT	RPE1WTPE20489	WC
chr19	0	58617616	RPE1-WT	RPE1WTPE20490	CW
chr19	0	58617616	RPE1-WT	RPE1WTPE20491	CC
chr19	0	58617616	RPE1-WT	RPE1WTPE20492	CC
chr19	0	58617616	RPE1-WT	RPE1WTPE20493	CC
chr19	0	58617616	RPE1-WT	RPE1WTPE20494	WC
chr19	0	58617616	RPE1-WT	RPE1WTPE20495	CC
chr19	3200000	58617616	RPE1-WT	RPE1WTPE20472	CC
chr19	3600000	58617616	RPE1-WT	RPE1WTPE20401	CW
chr19	6900000	58617616	RPE1-WT	RPE1WTPE20463	WW
chr19	14600000	58617616	RPE1-WT	RPE1WTPE20469	CW
chr19	15100000	58617616	RPE1-WT	RPE1WTPE20478	WW
chr19	27900000	58617616	RPE1-WT	RPE1WTPE20441	WC
chr19	28400000	58617616	RPE1-WT	RPE1WTPE20474	WC
chr19	28900000	58617616	RPE1-WT	RPE1WTPE20468	CC
chr19	43500000	58617616	RPE1-WT	RPE1WTPE20442	CC
chr19	52300000	58617616	RPE1-WT	RPE1WTPE20434	WC
chr2	0	49900000	RPE1-WT	RPE1WTPE20473	WW
chr2	0	71200000	RPE1-WT	RPE1WTPE20449	CW
chr2	0	74100000	RPE1-WT	RPE1WTPE20490	CW
chr2	0	78500000	RPE1-WT	RPE1WTPE20454	WW
chr2	0	80700000	RPE1-WT	RPE1WTPE20410	CW
chr2	0	81100000	RPE1-WT	RPE1WTPE20431	WW
chr2	0	89100000	RPE1-WT	RPE1WTPE20435	WW
chr2	0	89100000	RPE1-WT	RPE1WTPE20451	WW
chr2	0	89100000	RPE1-WT	RPE1WTPE20452	WW
chr2	0	89600000	RPE1-WT	RPE1WTPE20406	WW
chr2	0	89600000	RPE1-WT	RPE1WTPE20409	WW
chr2	0	89600000	RPE1-WT	RPE1WTPE20411	WW
chr2	0	89600000	RPE1-WT	RPE1WTPE20412	CC
chr2	0	89600000	RPE1-WT	RPE1WTPE20414	CC
chr2	0	89600000	RPE1-WT	RPE1WTPE20425	CC
chr2	0	89600000	RPE1-WT	RPE1WTPE20430	WW
chr2	0	89600000	RPE1-WT	RPE1WTPE20436	CC
chr2	0	89600000	RPE1-WT	RPE1WTPE20437	WW
chr2	0	89600000	RPE1-WT	RPE1WTPE20453	CC
chr2	0	89600000	RPE1-WT	RPE1WTPE20455	WW
chr2	0	89600000	RPE1-WT	RPE1WTPE20495	WW
chr2	0	90100000	RPE1-WT	RPE1WTPE20441	CC
chr2	0	90200000	RPE1-WT	RPE1WTPE20424	CC
chr2	0	90200000	RPE1-WT	RPE1WTPE20481	CC
chr2	0	91400000	RPE1-WT	RPE1WTPE20405	WW
chr2	0	91400000	RPE1-WT	RPE1WTPE20450	WW
chr2	0	91400000	RPE1-WT	RPE1WTPE20466	CC
chr2	0	91400000	RPE1-WT	RPE1WTPE20493	WW
chr2	0	103200000	RPE1-WT	RPE1WTPE20440	WC
chr2	0	108900000	RPE1-WT	RPE1WTPE20438	CW
chr2	0	124200000	RPE1-WT	RPE1WTPE20419	CW
chr2	0	134000000	RPE1-WT	RPE1WTPE20401	WC
chr2	0	143500000	RPE1-WT	RPE1WTPE20485	WC
chr2	0	154800000	RPE1-WT	RPE1WTPE20417	WC
chr2	0	201200000	RPE1-WT	RPE1WTPE20434	WW
chr2	0	210100000	RPE1-WT	RPE1WTPE20459	WW
chr2	0	226700000	RPE1-WT	RPE1WTPE20462	CW
chr2	0	232300000	RPE1-WT	RPE1WTPE20463	WC
chr2	0	242193529	RPE1-WT	RPE1WTPE20402	CW
chr2	0	242193529	RPE1-WT	RPE1WTPE20403	CC
chr2	0	242193529	RPE1-WT	RPE1WTPE20404	CW
chr2	0	242193529	RPE1-WT	RPE1WTPE20407	WW
chr2	0	242193529	RPE1-WT	RPE1WTPE20413	WC
chr2	0	242193529	RPE1-WT	RPE1WTPE20415	CW
chr2	0	242193529	RPE1-WT	RPE1WTPE20416	WC
chr2	0	242193529	RPE1-WT	RPE1WTPE20418	CW
chr2	0	242193529	RPE1-WT	RPE1WTPE20421	CC
chr2	0	242193529	RPE1-WT	RPE1WTPE20422	WW
chr2	0	242193529	RPE1-WT	RPE1WTPE20423	CW
chr2	0	242193529	RPE1-WT	RPE1WTPE20426	WC
chr2	0	242193529	RPE1-WT	RPE1WTPE20428	WC
chr2	0	242193529	RPE1-WT	RPE1WTPE20429	CW
chr2	0	242193529	RPE1-WT	RPE1WTPE20432	WC
chr2	0	242193529	RPE1-WT	RPE1WTPE20439	CW
chr2	0	242193529	RPE1-WT	RPE1WTPE20442	CW
chr2	0	242193529	RPE1-WT	RPE1WTPE20445	WW
chr2	0	242193529	RPE1-WT	RPE1WTPE20447	CW
chr2	0	242193529	RPE1-WT	RPE1WTPE20448	WW
chr2	0	242193529	RPE1-WT	RPE1WTPE20456	WW
chr2	0	242193529	RPE1-WT	RPE1WTPE20457	CW
chr2	0	242193529	RPE1-WT	RPE1WTPE20464	CW
chr2	0	242193529	RPE1-WT	RPE1WTPE20465	CW
chr2	0	242193529	RPE1-WT	RPE1WTPE20467	CC
chr2	0	242193529	RPE1-WT	RPE1WTPE20468	CW
chr2	0	242193529	RPE1-WT	RPE1WTPE20469	WC
chr2	0	242193529	RPE1-WT	RPE1WTPE20470	CW
chr2	0	242193529	RPE1-WT	RPE1WTPE20471	WC
chr2	0	242193529	RPE1-WT	RPE1WTPE20472	CW
chr2	0	242193529	RPE1-WT	RPE1WTPE20474	WC
chr2	0	242193529	RPE1-WT	RPE1WTPE20476	WC
chr2	0	242193529	RPE1-WT	RPE1WTPE20477	WC
chr2	0	242193529	RPE1-WT	RPE1WTPE20478	CC
chr2	0	242193529	RPE1-WT	RPE1WTPE20480	CW
chr2	0	242193529	RPE1-WT	RPE1WTPE20483	CW
chr2	0	242193529	RPE1-WT	RPE1WTPE20484	CW
chr2	0	242193529	RPE1-WT	RPE1WTPE20486	WC
chr2	0	242193529	RPE1-WT	RPE1WTPE20489	CW
chr2	0	242193529	RPE1-WT	RPE1WTPE20491	WC
chr2	0	242193529	RPE1-WT	RPE1WTPE20492	CW
chr2	0	242193529	RPE1-WT	RPE1WTPE20494	CW
chr2	49900000	242193529	RPE1-WT	RPE1WTPE20473	CW
chr2	71200000	89700000	RPE1-WT	RPE1WTPE20449	CC
chr2	74100000	89600000	RPE1-WT	RPE1WTPE20490	WW
chr2	78500000	134000000	RPE1-WT	RPE1WTPE20454	CW
chr2	80700000	242193529	RPE1-WT	RPE1WTPE20410	WW
chr2	81100000	242193529	RPE1-WT	RPE1WTPE20431	WC
chr2	89100000	94500000	RPE1-WT	RPE1WTPE20451	WC
chr2	89100000	94500000	RPE1-WT	RPE1WTPE20452	WC
chr2	89100000	94700000	RPE1-WT	RPE1WTPE20435	WC
chr2	89600000	94500000	RPE1-WT	RPE1WTPE20409	WC
chr2	89600000	94500000	RPE1-WT	RPE1WTPE20412	WC
chr2	89600000	94500000	RPE1-WT	RPE1WTPE20414	WC
chr2	89600000	94500000	RPE1-WT	RPE1WTPE20425	WC
chr2	89600000	94500000	RPE1-WT	RPE1WTPE20430	WC
chr2	89600000	94500000	RPE1-WT	RPE1WTPE20436	WC
chr2	89600000	94500000	RPE1-WT	RPE1WTPE20437	CW
chr2	89600000	94500000	RPE1-WT	RPE1WTPE20453	WC
chr2	89600000	94500000	RPE1-WT	RPE1WTPE20455	CW
chr2	89600000	94500000	RPE1-WT	RPE1WTPE20490	CW
chr2	89600000	94600000	RPE1-WT	RPE1WTPE20411	WC
chr2	89600000	94700000	RPE1-WT	RPE1WTPE20406	WC
chr2	89600000	94800000	RPE1-WT	RPE1WTPE20495	WC
chr2	89700000	94500000	RPE1-WT	RPE1WTPE20449	WC
chr2	90100000	94500000	RPE1-WT	RPE1WTPE20441	WC
chr2	90200000	94500000	RPE1-WT	RPE1WTPE20424	WC
chr2	90200000	94500000	RPE1-WT	RPE1WTPE20481	WC
chr2	91400000	94500000	RPE1-WT	RPE1WTPE20450	WC
chr2	91400000	94500000	RPE1-WT	RPE1WTPE20493	WC
chr2	91400000	94600000	RPE1-WT	RPE1WTPE20405	WC
chr2	91400000	94700000	RPE1-WT	RPE1WTPE20466	WC
chr2	94500000	131100000	RPE1-WT	RPE1WTPE20453	CC
chr2	94500000	219800000	RPE1-WT	RPE1WTPE20441	CC
chr2	94500000	242193529	RPE1-WT	RPE1WTPE20409	WW
chr2	94500000	242193529	RPE1-WT	RPE1WTPE20412	CC
chr2	94500000	242193529	RPE1-WT	RPE1WTPE20414	CC
chr2	94500000	242193529	RPE1-WT	RPE1WTPE20424	CC
chr2	94500000	242193529	RPE1-WT	RPE1WTPE20425	CC
chr2	94500000	242193529	RPE1-WT	RPE1WTPE20430	WW
chr2	94500000	242193529	RPE1-WT	RPE1WTPE20436	CC
chr2	94500000	242193529	RPE1-WT	RPE1WTPE20437	WW
chr2	94500000	242193529	RPE1-WT	RPE1WTPE20449	CC
chr2	94500000	242193529	RPE1-WT	RPE1WTPE20450	WW
chr2	94500000	242193529	RPE1-WT	RPE1WTPE20451	WW
chr2	94500000	242193529	RPE1-WT	RPE1WTPE20452	WW
chr2	94500000	242193529	RPE1-WT	RPE1WTPE20455	WW
chr2	94500000	242193529	RPE1-WT	RPE1WTPE20481	CC
chr2	94500000	242193529	RPE1-WT	RPE1WTPE20490	WW
chr2	94500000	242193529	RPE1-WT	RPE1WTPE20493	WW
chr2	94600000	185700000	RPE1-WT	RPE1WTPE20411	WW
chr2	94600000	242193529	RPE1-WT	RPE1WTPE20405	WW
chr2	94700000	242193529	RPE1-WT	RPE1WTPE20406	WW
chr2	94700000	242193529	RPE1-WT	RPE1WTPE20435	WW
chr2	94700000	242193529	RPE1-WT	RPE1WTPE20466	CC
chr2	94800000	242193529	RPE1-WT	RPE1WTPE20495	WW
chr2	103200000	242193529	RPE1-WT	RPE1WTPE20440	WW
chr2	108900000	242193529	RPE1-WT	RPE1WTPE20438	WW
chr2	124200000	242193529	RPE1-WT	RPE1WTPE20419	WW
chr2	131100000	242193529	RPE1-WT	RPE1WTPE20453	WC
chr2	134000000	242193529	RPE1-WT	RPE1WTPE20401	CC
chr2	134000000	242193529	RPE1-WT	RPE1WTPE20454	CC
chr2	143500000	242193529	RPE1-WT	RPE1WTPE20485	WW
chr2	154800000	242193529	RPE1-WT	RPE1WTPE20417	WW
chr2	185700000	242193529	RPE1-WT	RPE1WTPE20411	CW
chr2	201200000	242193529	RPE1-WT	RPE1WTPE20434	WC
chr2	210100000	242193529	RPE1-WT	RPE1WTPE20459	WC
chr2	219800000	242193529	RPE1-WT	RPE1WTPE20441	WC
chr2	226700000	242193529	RPE1-WT	RPE1WTPE20462	CC
chr2	232300000	242193529	RPE1-WT	RPE1WTPE20463	CC
chr20	0	14900000	RPE1-WT	RPE1WTPE20485	CW
chr20	0	25700000	RPE1-WT	RPE1WTPE20413	CC
chr20	0	25700000	RPE1-WT	RPE1WTPE20445	WW
chr20	0	25700000	RPE1-WT	RPE1WTPE20459	WW
chr20	0	25700000	RPE1-WT	RPE1WTPE20494	WW
chr20	0	25800000	RPE1-WT	RPE1WTPE20401	WW
chr20	0	25800000	RPE1-WT	RPE1WTPE20407	WW
chr20	0	25800000	RPE1-WT	RPE1WTPE20414	CC
chr20	0	25800000	RPE1-WT	RPE1WTPE20428	WW
chr20	0	25800000	RPE1-WT	RPE1WTPE20456	WW
chr20	0	25800000	RPE1-WT	RPE1WTPE20463	WW
chr20	0	25800000	RPE1-WT	RPE1WTPE20474	CC
chr20	0	28500000	RPE1-WT	RPE1WTPE20447	WW
chr20	0	28500000	RPE1-WT	RPE1WTPE20450	CC
chr20	0	28500000	RPE1-WT	RPE1WTPE20472	CC
chr20	0	28600000	RPE1-WT	RPE1WTPE20412	CC
chr20	0	29000000	RPE1-WT	RPE1WTPE20478	WC
chr20	0	29100000	RPE1-WT	RPE1WTPE20421	WC
chr20	0	29200000	RPE1-WT	RPE1WTPE20406	WC
chr20	0	29200000	RPE1-WT	RPE1WTPE20424	WC
chr20	0	29200000	RPE1-WT	RPE1WTPE20477	CW
chr20	0	30500000	RPE1-WT	RPE1WTPE20409	CW
chr20	0	64444167	RPE1-WT	RPE1WTPE20402	CW
chr20	0	64444167	RPE1-WT	RPE1WTPE20403	CW
chr20	0	64444167	RPE1-WT	RPE1WTPE20404	WC
chr20	0	64444167	RPE1-WT	RPE1WTPE20405	CW
chr20	0	64444167	RPE1-WT	RPE1WTPE20410	CC
chr20	0	64444167	RPE1-WT	RPE1WTPE20411	WC
chr20	0	64444167	RPE1-WT	RPE1WTPE20415	CW
chr20	0	64444167	RPE1-WT	RPE1WTPE20416	CC
chr20	0	64444167	RPE1-WT	RPE1WTPE20417	CW
chr20	0	64444167	RPE1-WT	RPE1WTPE20418	WW
chr20	0	64444167	RPE1-WT	RPE1WTPE20419	WC
chr20	0	64444167	RPE1-WT	RPE1WTPE20422	CW
chr20	0	64444167	RPE1-WT	RPE1WTPE20423	WC
chr20	0	64444167	RPE1-WT	RPE1WTPE20425	WC
chr20	0	64444167	RPE1-WT	RPE1WTPE20426	CW
chr20	0	64444167	RPE1-WT	RPE1WTPE20429	WC
chr20	0	64444167	RPE1-WT	RPE1WTPE20430	WC
chr20	0	64444167	RPE1-WT	RPE1WTPE20431	WW
chr20	0	64444167	RPE1-WT	RPE1WTPE20432	WC
chr20	0	64444167	RPE1-WT	RPE1WTPE20434	WC
chr20	0	64444167	RPE1-WT	RPE1WTPE20435	WC
chr20	0	64444167	RPE1-WT	RPE1WTPE20436	CW
chr20	0	64444167	RPE1-WT	RPE1WTPE20437	CW
chr20	0	64444167	RPE1-WT	RPE1WTPE20438	CW
chr20	0	64444167	RPE1-WT	RPE1WTPE20439	WC
chr20	0	64444167	RPE1-WT	RPE1WTPE20440	CC
chr20	0	64444167	RPE1-WT	RPE1WTPE20441	CC
chr20	0	64444167	RPE1-WT	RPE1WTPE20442	CW
chr20	0	64444167	RPE1-WT	RPE1WTPE20448	WC
chr20	0	64444167	RPE1-WT	RPE1WTPE20449	CW
chr20	0	64444167	RPE1-WT	RPE1WTPE20451	CW
chr20	0	64444167	RPE1-WT	RPE1WTPE20452	WW
chr20	0	64444167	RPE1-WT	RPE1WTPE20453	CW
chr20	0	64444167	RPE1-WT	RPE1WTPE20454	WC
